cell_line_id,CellLineName,StrippedCellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,CCLEName
ACH-000001,NIH:OVCAR-3,NIHOVCAR3,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,NIHOVCAR3_OVARY
ACH-000004,HEL,HEL,Myeloid,Acute Myeloid Leukemia,"AML, NOS",HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-000005,HEL 92.1.7,HEL9217,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-000007,LS513,LS513,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,LS513_LARGE_INTESTINE
ACH-000009,C2BBe1,C2BBE1,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,C2BBE1_LARGE_INTESTINE
ACH-000011,253J,253J,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,253J_URINARY_TRACT
ACH-000012,HCC-827,HCC827,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,HCC827_LUNG
ACH-000013,ONCO-DG-1,ONCODG1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,ONCODG1_OVARY
ACH-000014,Hs 294T,HS294T,Skin,Melanoma,Melanoma,HS294T_SKIN
ACH-000015,NCI-H1581,NCIH1581,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,NCIH1581_LUNG
ACH-000017,SK-BR-3,SKBR3,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,SKBR3_BREAST
ACH-000018,T24,T24,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,T24_URINARY_TRACT
ACH-000019,MCF-7,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,MCF7_BREAST
ACH-000021,NCI-H1693,NCIH1693,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NCIH1693_LUNG
ACH-000022,PA-TU-8988S,PATU8988S,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PATU8988S_PANCREAS
ACH-000023,PA-TU-8988T,PATU8988T,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PATU8988T_PANCREAS
ACH-000024,OPM-2,OPM2,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-000025,CH-157MN,CH157MN,CNS/Brain,Meningothelial Tumor,Meningioma,CH157MN_CENTRAL_NERVOUS_SYSTEM
ACH-000026,253J-BV,253JBV,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,253JBV_URINARY_TRACT
ACH-000028,KPL-1,KPL1,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,KPL1_BREAST
ACH-000029,HCC-827-GR5,HCC827GR5,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,HCC827GR5_LUNG
ACH-000030,PC-14,PC14,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,PC14_LUNG
ACH-000035,NCI-H1650,NCIH1650,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NCIH1650_LUNG
ACH-000036,U343,U343,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",U343_CENTRAL_NERVOUS_SYSTEM
ACH-000037,S-117,S117,Soft Tissue,"Sarcoma, NOS","Sarcoma, NOS",S117_THYROID
ACH-000039,SK-N-MC,SKNMC,Bone,Ewing Sarcoma,Ewing Sarcoma,SKNMC_BONE
ACH-000040,U-118 MG,U118MG,CNS/Brain,Adult-Type Diffuse Glioma,"Astrocytoma, IDH-Mutant",U118MG_CENTRAL_NERVOUS_SYSTEM
ACH-000041,RD-ES,RDES,Bone,Ewing Sarcoma,Ewing Sarcoma,RDES_BONE
ACH-000042,Panc 02.03,PANC0203,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PANC0203_PANCREAS
ACH-000045,MV4-11,MV411,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-000048,TOV-112D,TOV112D,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,TOV112D_OVARY
ACH-000052,A-673,A673,Bone,Ewing Sarcoma,Ewing Sarcoma,A673_BONE
ACH-000053,KARPAS-299,KARPAS299,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-000054,HT-1080,HT1080,Soft Tissue,Fibrosarcoma,Fibrosarcoma,HT1080_SOFT_TISSUE
ACH-000055,D283 Med,D283MED,CNS/Brain,Embryonal Tumor,"Medulloblastoma, NOS",D283MED_CENTRAL_NERVOUS_SYSTEM
ACH-000060,Panc 10.05,PANC1005,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PANC1005_PANCREAS
ACH-000067,Hs 683,HS683,CNS/Brain,Adult-Type Diffuse Glioma,Adult-Type Diffuse Glioma,HS683_CENTRAL_NERVOUS_SYSTEM
ACH-000070,697,697,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-000074,KU812,KU812,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-000075,U-87 MG,U87MG,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",U87MG_CENTRAL_NERVOUS_SYSTEM
ACH-000076,NCO2,NCO2,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-000077,MJ,MJ,Lymphoid,Non-Hodgkin Lymphoma,Mature T and NK Neoplasms,MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-000078,MHH-NB-11,MHHNB11,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,MHHNB11_AUTONOMIC_GANGLIA
ACH-000082,"G-292, clone A141B1",G292CLONEA141B1,Bone,Osteosarcoma,Osteosarcoma,G292CLONEA141B1_BONE
ACH-000085,T3M-4,T3M4,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,T3M4_PANCREAS
ACH-000086,ACC-MESO-1,ACCMESO1,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",ACCMESO1_PLEURA
ACH-000087,SK-ES-1,SKES1,Bone,Ewing Sarcoma,Ewing Sarcoma,SKES1_BONE
ACH-000090,PC-3,PC3,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PC3_PROSTATE
ACH-000092,NCI-H2452,NCIH2452,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",NCIH2452_PLEURA
ACH-000093,Panc 05.04,PANC0504,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PANC0504_PANCREAS
ACH-000094,HPAF-II,HPAFII,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,HPAFII_PANCREAS
ACH-000095,D341 Med,D341MED,CNS/Brain,Embryonal Tumor,"Medulloblastoma, Group 3",D341MED_CENTRAL_NERVOUS_SYSTEM
ACH-000096,G-401,G401,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,G401_SOFT_TISSUE
ACH-000097,ZR-75-1,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ZR751_BREAST
ACH-000098,GAMG,GAMG,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",GAMG_CENTRAL_NERVOUS_SYSTEM
ACH-000099,SIMA,SIMA,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,SIMA_AUTONOMIC_GANGLIA
ACH-000100,RH-41,RH41,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,RH41_SOFT_TISSUE
ACH-000101,KE-37,KE37,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-000103,Caov-4,CAOV4,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,CAOV4_OVARY
ACH-000106,JVM-2,JVM2,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-000108,KP-3,KP3,Pancreas,Adenosquamous Carcinoma of the Pancreas,Adenosquamous Carcinoma of the Pancreas,KP3_PANCREAS
ACH-000111,HCC1187,HCC1187,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,HCC1187_BREAST
ACH-000113,OCI-AML2,OCIAML2,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-000114,SU.86.86,SU8686,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,SU8686_PANCREAS
ACH-000115,VCaP,VCAP,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,VCAP_PROSTATE
ACH-000116,OAW28,OAW28,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,OAW28_OVARY
ACH-000118,HUP-T3,HUPT3,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,HUPT3_PANCREAS
ACH-000120,CHP-212,CHP212,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,CHP212_AUTONOMIC_GANGLIA
ACH-000123,COV434,COV434,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Small Cell Carcinoma of the Ovary,COV434_OVARY
ACH-000124,OCI-LY-19,OCILY19,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-000127,SLR 20,SLR20,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,SLR20_KIDNEY
ACH-000128,LN-319,LN319,CNS/Brain,Adult-Type Diffuse Glioma,"Astrocytoma, IDH-Mutant",LN319_CENTRAL_NERVOUS_SYSTEM
ACH-000132,JHOS-2,JHOS2,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,JHOS2_OVARY
ACH-000133,Hs 729,HS729,Fibroblast,Non-Cancerous,Fibroblast,HS729_SOFT_TISSUE
ACH-000137,8-MG-BA,8MGBA,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",8MGBA_CENTRAL_NERVOUS_SYSTEM
ACH-000138,CFPAC-1,CFPAC1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,CFPAC1_PANCREAS
ACH-000139,Panc 03.27,PANC0327,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PANC0327_PANCREAS
ACH-000141,SNU-308,SNU308,Biliary Tract,Intracholecystic Papillary Neoplasm,"Gallbladder Adenocarcinoma, NOS",SNU308_BILIARY_TRACT
ACH-000142,CAL-29,CAL29,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,CAL29_URINARY_TRACT
ACH-000143,HCC2429,HCC2429,Lung,Non-Small Cell Lung Cancer,NUT Carcinoma of the Lung,HCC2429_LUNG
ACH-000144,RERF-GC-1B,RERFGC1B,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,RERFGC1B_STOMACH
ACH-000145,SK-LMS-1,SKLMS1,Soft Tissue,Leiomyosarcoma,Leiomyosarcoma,SKLMS1_SOFT_TISSUE
ACH-000146,THP-1,THP1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-000147,T-47D,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,T47D_BREAST
ACH-000148,Hs 578T,HS578T,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",HS578T_BREAST
ACH-000149,SK-N-SH,SKNSH,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,SKNSH_AUTONOMIC_GANGLIA
ACH-000151,JM1,JM1,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-000152,M059K,M059K,CNS/Brain,Adult-Type Diffuse Glioma,"Glioblastoma, IDH-Wildtype",M059K_CENTRAL_NERVOUS_SYSTEM
ACH-000153,NCI-H2052,NCIH2052,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Sarcomatoid Type",NCIH2052_PLEURA
ACH-000155,SW 1990,SW1990,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,SW1990_PANCREAS
ACH-000159,OS-RC-2,OSRC2,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,OSRC2_KIDNEY
ACH-000160,BT-12,BT12,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,BT12_SOFT_TISSUE
ACH-000161,COR-L105,CORL105,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,CORL105_LUNG
ACH-000163,SW579,SW579,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,SW579_THYROID
ACH-000164,PANC-1,PANC1,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PANC1_PANCREAS
ACH-000167,KE-97,KE97,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,KE97_STOMACH
ACH-000168,NOMO-1,NOMO1,Myeloid,Acute Myeloid Leukemia,Acute Monoblastic/Monocytic Leukemia,NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-000169,RD,RD,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,RD_SOFT_TISSUE
ACH-000172,TM-87,TM87,Soft Tissue,Rhabdoid Cancer,Extrarenal Rhabdoid Cancer,TM87_SOFT_TISSUE
ACH-000174,CAL-62,CAL62,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,CAL62_THYROID
ACH-000176,LOU-NH91,LOUNH91,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LOUNH91_LUNG
ACH-000178,Hs 766T,HS766T,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,HS766T_PANCREAS
ACH-000181,SCC-9,SCC9,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,SCC9_UPPER_AERODIGESTIVE_TRACT
ACH-000182,SNU-869,SNU869,Ampulla of Vater,Ampullary Carcinoma,Ampullary Carcinoma,SNU869_BILIARY_TRACT
ACH-000183,L-363,L363,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-000187,COR-L311,CORL311,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,CORL311_LUNG
ACH-000188,SCC-25,SCC25,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,SCC25_UPPER_AERODIGESTIVE_TRACT
ACH-000189,RCC10RGB,RCC10RGB,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC10RGB_KIDNEY
ACH-000190,HD-MY-Z,HDMYZ,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ACH-000191,BHT-101,BHT101,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,BHT101_THYROID
ACH-000192,MFE-280,MFE280,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,MFE280_ENDOMETRIUM
